pmid,title,category,combined_text
41824818,Impact of physiological ability and surgical stress score on postoperative complications in patients undergoing surgery for non-muscle-invasive bladder cancer.,differential_diagnosis,"Impact of physiological ability and surgical stress score on postoperative complications in patients undergoing surgery for non-muscle-invasive bladder cancer. This study aims to evaluate the predictive value of the physiological ability and surgical stress (E-PASS) scoring system for postoperative complications in patients undergoing surgery for non-muscle-invasive bladder cancer (NMIBC). This retrospective study included patients with NMIBC who underwent transurethral resection of bladder tumor. The E-PASS score was calculated for each patient. Postoperative in-hospital complications were recorded and graded according to the Clavien-Dindo classification. Logistic regression analysis was used to identify independent risk factors, and receiver operating characteristic curves were constructed to assess predictive performance. Significant differences were observed between the two groups in intraoperative blood loss, tumor differentiation grade, and the E-PASS scores (all P < .05). Multivariate analysis identified poor differentiation grade (odds ratio [OR] = 1.625), greater intraoperative blood loss (OR = 1.239), preoperative risk score (OR = 1.442), surgical stress score (OR = 1.376), and comprehensive risk score (CRS; OR = 1.272) as independent risk factors for in-hospital complications (all P < .05). Receiver operating characteristic analysis demonstrated high predictive accuracy for the E-PASS components: the area under the curve was 0.926 for preoperative risk score (sensitivity 85.71%, specificity 85.77%), 0.915 for surgical stress score (sensitivity 71.43%, specificity 89.29%), and 0.942 for CRS (sensitivity 78.57%, specificity 89.29%). Furthermore, at 24 and 36 months post-surgery, the recurrence rate was significantly lower in the non-complication group compared to the complication group (P < .05). The E-PASS scoring system, particularly the CRS, is a useful tool for predicting postoperative complications in patients undergoing surgery for NMIBC."
41822334,Essential role of cytochrome <i>bc</i> <sub>1</sub> in <i>Pseudomonas aeruginosa</i> cell physiology and virulence.,differential_diagnosis,"Essential role of cytochrome <i>bc</i> <sub>1</sub> in <i>Pseudomonas aeruginosa</i> cell physiology and virulence. <i>Pseudomonas aeruginosa</i> is a multidrug-resistant Gram-negative nosocomial pathogen posing a major healthcare burden due to its intrinsic antibiotic resistance and environmental adaptability, which continue to significantly constrain therapeutic options. This pathogen is a leading cause of hospital-acquired respiratory and urinary tract infections that are often persistent and difficult to treat. The elucidation of metabolic adaptations permitting <i>P. aeruginosa</i> survival and supporting virulence in diverse host environments is essential for informing novel treatments. This study investigates the role of cytochrome <i>bc</i> <sub>1</sub> in <i>P. aeruginosa</i> PA14 growth, energetics, and virulence <i>in vitro</i>, under physiologically relevant conditions, and <i>in vivo</i>. The <i>bc</i> <sub>1</sub> deletion mutant exhibits significant growth defects in urinary- and lung-like media, demonstrating its importance in PA14 physiology, and displays reduced virulence in bladder epithelial cell monolayers, mediated by decreased type III secretion system (T3SS) toxin expression. <i>In vivo</i>, the mutant was nearly avirulent in a murine systemic infection model. Bioenergetic analysis revealed severe decline in PA14 Δ<i>bc</i> <sub>1</sub> ATP production, aligning with the enzyme's central role in respiration and providing a mechanistic explanation for the mutant's reduced T3SS function, as toxin secretion requires energy. This work provides compelling evidence of direct T3SS regulation by cytochrome <i>bc</i> <sub>1</sub>, revealing a previously unrecognized link between respiratory metabolism and virulence. Metabolic profiling indicates that to compensate for cytochrome <i>bc</i> <sub>1</sub> loss, the mutant relies on NDH-2 and <i>bd</i> oxidase, permitting cellular survival but substantially reducing ATP yield. Collectively, these findings establish cytochrome <i>bc</i> <sub>1</sub> as a target for antibiotic development against <i>P. aeruginosa</i>, impacting bioenergetics, physiology, and virulence."
41821736,Disulfidptosis and androgenic cancers: from molecular mechanisms to clinical applications and future translational research.,differential_diagnosis,"Disulfidptosis and androgenic cancers: from molecular mechanisms to clinical applications and future translational research. Disulfidptosis, a newly discovered form of programmed cell death, has garnered significant attention in tumor biology and reproductive system research in recent years, particularly demonstrating importance in urological cancer studies. Prostate cancer, testicular cancer, and bladder cancer are highly prevalent malignant tumors among men globally. Modern medical research reveals their complex pathogenesis and the limited efficacy of traditional treatments, necessitating the identification of novel therapeutic targets. Disulfidptosis influences tumor cell survival and death by regulating the formation and cleavage of intracellular protein disulfide bonds, highlighting its pivotal role in tumorigenesis and progression. This paper systematically reviews the molecular mechanisms of disulfidptosis, elucidates its regulatory role in male cancer cells-including key regulatory genes and therapeutic target potential-and discusses its application value and challenges as a potential therapeutic target based on clinical research. It aims to deepen understanding of disulfidptosis regulation, provide new insights and strategies for future precision treatment and clinical translation of male cancers, and drive innovation in related therapeutic approaches."
41821468,Comparison between artificial intelligence-based and manual organ delineations in pretreatment computed tomography scans of prostate cancer patients: a visual grading study.,differential_diagnosis,"Comparison between artificial intelligence-based and manual organ delineations in pretreatment computed tomography scans of prostate cancer patients: a visual grading study. This study aimed to evaluate the clinical acceptability of artificial intelligence (AI)-based organ segmentations on pretreatment CT images of prostate cancer patients using manual organ delineations as a reference. Paired AI-based segmentations and manual delineations of the prostate, urinary bladder, and rectum were evaluated by three observers, according to a 4-grade Likert-scale, based on quality criteria, developed through a Delphi process. Visual grading characteristics (VGC) analysis was performed. When comparing the ratings of AI-based (n = 360) and manual delineations (n = 360), the area under the VGC-curve (AUCVGC) was 0.36 (95% CI 0.27-0.44), 0.35 (95% CI 0.28-0.41), and 0.3 (95% CI 0.22-0.40) for the prostate, urinary bladder, and rectum, respectively, indicating inferior ratings for the algorithm. Few AI segmentations (8%) were considered clinically unacceptable, while in 67% no or minor changes were needed. Despite superior ratings for manual delineations, most AI-segmentations needed no or minor changes, indicating clinical acceptability."
41821354,Left-sided gall bladder: From surprise to safe exit.,differential_diagnosis,"Left-sided gall bladder: From surprise to safe exit. Left-sided gall bladder (LSGB) is a rare anatomical variant that increases the risk of bile duct injury, particularly when combined with other gall bladder pathology. A 57-year-old male with a several-year history of intermittent post-prandial epigastric pain had hepatic steatosis and gall bladder polyps (largest 9 mm) on ultrasound, and hepatobiliary scintigraphy showed a reduced gall bladder ejection fraction consistent with biliary dyskinesia. Elective laparoscopic cholecystectomy was performed; at laparoscopy, the gall bladder was unexpectedly located to the left of the falciform ligament, confirming true LSGB. Ports were placed slightly lower than usual, and an epigastric port was alternated across the falciform ligament. Intraoperative ultrasound delineated a short cystic duct entering the common hepatic duct, and the critical view of safety was obtained. The cystic duct and artery were clipped close to the gall bladder, which was removed without bile spillage; recovery was uneventful and histology showed chronic cholecystitis without dysplasia. True LSGB with polyps and biliary dyskinesia can be managed safely by laparoscopy when surgeons adhere to the critical view of safety and use adjunctive imaging."
41819065,[Prediction of immune checkpoint inhibitor therapy in urothelial carcinoma: integrated analysis of molecular patterns and clinical factors].,differential_diagnosis,"[Prediction of immune checkpoint inhibitor therapy in urothelial carcinoma: integrated analysis of molecular patterns and clinical factors]. To identify clinicopathological and molecular factors influencing immune checkpoint inhibitor efficacy in urothelial carcinoma (UC). We analyzed >200 patients with locally advanced or metastatic UC treated with pembrolizumab or atezolizumab. Gene expression profiling was performed on 100 tumors, and baseline and on-treatment serum soluble PD-L1 (sPD-L1) levels were measured. Integrated clinicopathological- molecular survival model was developed. Objective response rate (ORR) and overall survival (OS) were comparable to clinical trials. Poor ECOG status, metastases, low hemoglobin, and Bellmunt risk factors independently predicted shorter OS. Gene expression analysis identified 23 genes associated with OS and additional genes linked to response; PSMB10 showed validated prognostic and predictive value. Neuronal and TCGA-luminal infiltrated subtypes had the best outcomes, and high neuronal signatures correlated with longer OS. Elevated baseline sPD-L1 predicted poor OS. Integrating clinical and molecular biomarkers improves survival stratification and may refine immunotherapy selection in UC."
41819059,[Daily online adaptive irradiation of bladder tumors with individualized safety margin creation].,differential_diagnosis,"[Daily online adaptive irradiation of bladder tumors with individualized safety margin creation]. Daily online adaptive radiation therapy (OART) allows the creation of individualized safety margins based on daily optimized treatment planning, taking into account daily anatomy variations. The goal of our work was to compare the protocols and safety margins of a non-adapted, image- guided radiation therapy (IGRT), a published Danish and the National Institute of Oncology of Hungary (NIO) protocol in the first eight bladder cancer patients treated with OART. Three cone beam CTs (CBCT) were taken during the first three fractions: after patient positioning, after adaptation, and at the end of treatment. Bladder contours, extensions and margins were established on all CT images (n=512). Intraadaptational, intrafractional and interfractional changes were examined. Regarding PTV, a mean reduction of 12.2% could be achieved using the Danish, and 34.1% using the NIO protocol compared to IGRT. Healthy tissue irradiated by the prescribed dose could be reduced. The target volume miss is decreased as well. PTV could be reduced and optimized, increasing healthy tissue protection using OART."
41816886,Approach and nomenclature problems of extracutaneous basaloid neoplasias of visceral organs with three cases of basaloid carcinoma described for the first time in the urinary bladder.,differential_diagnosis,"Approach and nomenclature problems of extracutaneous basaloid neoplasias of visceral organs with three cases of basaloid carcinoma described for the first time in the urinary bladder. Pure basal cell carcinomas/basaloid carcinomas (BCC/BC) from only basal cells in the urinary bladder have not been reported so far. Our aim in this study was to present three BC cases showing distinct pilomatrixoma-like keratinization (matrixial) and sebaceous differentiation in the bladder in transurethral resection material, without urothelial and squamous carcinoma components, and to discuss the concept of BCC/BC in visceral organs. In three cases, it invaded the muscularis propria. Immunohistochemically, Keratin-7 and EMA were almost completely negative, while GATA3 was positive in very few cells. p63, keratin-5,6 and bcl2 were positive in all three tumors. Adipophilin was positive in areas of sebaceous differentiation. BCC/BC are very rare in visceral organs and had different nomenclatures. These show different patterns and variants, and have different nomenclature depending on the histological diversity/embryological development of the organ in which they are localized. We also noticed that adenoid cystic carcinoma and basaloid carcinoma have similar histology and are transitional to each other in many organs, necessitating a common nomenclature."
41816343,Liver metastases in advanced urothelial carcinoma (ARON-2): do pembrolizumab and avelumab make a difference in a poor-prognosis scenario?,differential_diagnosis,"Liver metastases in advanced urothelial carcinoma (ARON-2): do pembrolizumab and avelumab make a difference in a poor-prognosis scenario? Over the past decade, the treatment landscape for metastatic urothelial carcinoma (mUC) has improved significantly with the introduction of immunotherapy, targeted agents, and antibody-drug conjugates. The median overall survival (mOS) reached 36.7 months in cisplatin-eligible and 25.6 months in cisplatin-ineligible patients in the first-line setting and over 10 months post-platinum failure. However, liver metastases remain a known poor prognostic factor. We conducted a retrospective analysis of mUC patients treated at 79 global institutions. Two cohorts were defined: cohort 1 included patients who progressed after platinum-based therapy and received pembrolizumab, and cohort 2 included patients who received avelumab as maintenance therapy. Treatments were administered between 1 January 2016 and 31 October 2024. Cohort 1 (n = 1,341) had an mOS of 17.5 months. Patients without liver metastases had significantly longer OS than those with liver involvement (20.1 <i>vs</i>. 9.4 months, p <0.001). Among patients with liver metastases, OS was 11.8 months in males <i>vs</i>. 5.8 months in females (p = 0.066). OS was longer in those with BMI ≥25 kg/m² (14.1 <i>vs</i>. 8.1 months, p = 0.028) and better ECOG-PS (ECOG 0: 17.0 months; ECOG 1: 9.8; ECOG ≥2: 3.1; p <0.001). Cohort 2 (n = 291) had an mOS of 25.8 months. Again, OS was longer in patients without liver metastases (27.0 <i>vs</i>. 16.4 months, p <0.001). Among those with liver involvement, OS was 14.7 months in males and 20.0 months in females (p = 0.310). Patients with BMI ≥25 had non-reached OS versus 17.1 months in those with lower BMI (p <0.001). ECOG-PS remained a strong prognostic factor (NR for ECOG 0; 14.7 months for ECOG 1; 4.6 months for ECOG ≥2, p <0.001). Liver metastases are associated with significantly reduced survival in patients with mUC receiving immunotherapy. However, both pembrolizumab and avelumab demonstrated improved outcomes compared with historical chemotherapy data. These findings underscore the need for personalized treatment strategies in high-risk subgroups."
41811476,Multi-omics study on tumor-associated macrophages remodeling the tumor microenvironment via the CXCL5-CXCR2 axis to drive immune escape in bladder cancer.,differential_diagnosis,"Multi-omics study on tumor-associated macrophages remodeling the tumor microenvironment via the CXCL5-CXCR2 axis to drive immune escape in bladder cancer. PD-1/L1 inhibitors improve the prognosis of patients with advanced bladder cancer, but the clinical remission rate remains below 25%. Tumor-associated macrophages (TAMs) and chemokines are critical in the tumor microenvironment (TME), affecting tumor progression, immunotherapeutic efficacy, and patient prognosis; however, their underlying mechanisms remain unclear. This study exhibits innovation by adopting a tumor microenvironment perspective to investigate the interaction mechanism between bladder cancer cells and tumor-associated macrophages, as well as factors affecting the efficacy of immunotherapy. Single-cell sequencing, bulk sequencing, and in vivo experiments identified TAM infiltration characteristics, their impacts on prognosis and immunotherapy. In vitro, we established a co-culture model and performed targeted metabolomic sequencing on TAMs. Xenograft and tail vein metastasis models were used to investigate the function of CXCL5-CXCR2 axis in bladder TME. M2 macrophages were positively correlated with the clinical staging of bladder cancer and resistance to immunotherapy. Single-cell sequencing data revealed that CXCL5<sup>+</sup> tumor-associated macrophages (TAMs) were associated with poor overall survival but a favorable response to immunotherapy, whereas FOLR2<sup>+</sup> TAMs were linked to both poor overall survival and immunotherapy resistance. The CXCL5-CXCR2-NF-κB axis was upregulated in the co-culture system, which promoted PD-L1 expression in both tumor cells and TAMs, the formation of an immunosuppressive tumor microenvironment (TME), as well as the migration, proliferation, and lung metastatic potential of bladder cancer cells. Additionally, this axis enhanced IDO1 expression in macrophages and improved the efficacy of immunotherapy for bladder cancer. The CXCL5-CXCR2 axis mediates bladder cancer cell-macrophage crosstalk: macrophages promote tumor growth, immune escape, and cisplatin tolerance; tumor cells induce macrophage polarization and reshape immunosuppressive TME. Additionally, this axis drives bladder cancer malignant progression and enhances immunotherapy efficacy."
41811210,Ureterovesical Junction and Waldeyer's Sheath: A Narrative Review Applied to Vesicoureteral Reflux.,differential_diagnosis,"Ureterovesical Junction and Waldeyer's Sheath: A Narrative Review Applied to Vesicoureteral Reflux. The ureterovesical junction (UVJ) is a specialized anatomical and functional unit responsible for maintaining unidirectional urinary flow from the ureter into the bladder. Dysfunction at this junction may lead to vesicoureteral reflux (VUR), obstruction, recurrent infections, and potential renal damage. The aim of this review is to present a narrative overview of the historical evolution in the understanding of the UVJ and to summarize key surgical principles, techniques, and contemporary controversies in its management. A narrative analysis of historical anatomical literature, landmark surgical innovations, and contemporary management strategies for UVJ pathology was performed. Emphasis was placed on seminal contributors and the evolution of surgical techniques. Early anatomical descriptions established the importance of the intramural ureter and trigonal anatomy. With the advent of cystography, VUR became recognized as a major pediatric urologic condition. Despite technological advances, the fundamental surgical principles governing UVJ reconstruction remain unchanged: adequate submucosal tunnel length, preservation of vascularity, and tension-free reimplantation. Ongoing advances in minimally invasive surgery and biomaterials continue to refine management strategies."
41811016,Concomitant Bladder Neck Incision in Patients with Posterior Urethral Valve and Blad-der Neck Hypertrophy: Short-term Outcomes of a Randomized Controlled Trial.,differential_diagnosis,"Concomitant Bladder Neck Incision in Patients with Posterior Urethral Valve and Blad-der Neck Hypertrophy: Short-term Outcomes of a Randomized Controlled Trial. Concomitant bladder neck incision (BNI) with posterior urethral valve ablation (VA) was proposed to mitigate the long-term sequela of posterior urethral valve (PUV) and reduce the reoperation rates. This study aimed to investigate the short-term outcomes of concomitant BNI and VA, particularly short-term reoperation rates. Patients with PUV and bladder neck hypertrophy on preoperative imaging were randomized to undergo VA only or VA with concomitant BNI. Surgical reoperation within one year was the primary endpoint. Renal function, UTI, hydronephrosis and VUR improvement at one year were secondary endpoints. Sixty-three patients were included in the final analysis, 33 in VA group (group A) and 30 in concomitant BNI and VA group (group B). After one year of follow-up, the reoperation rate was similar [5(15.2%) in group A and 3(10%) in group B, p=0.18]. The median (IQR) nadir serum creatinine was lower in group B [0.2 (0.1-0.3) vs. 0.2 (0.2-0.4) mg/dL in group A, p=0.049]. The last follow-up serum creatinine median (IQR) eGFR [107 (89.5-163) in group A vs. 139(102-165) mL/min/1.73 m2 in groups B, p=0.37], and febrile UTI rates were not different between the two groups. Hydronephrosis improved/ resolved in 27 (40.9%) renal units in group A vs. 33 (55%) renal units in group B (p=0.286). Vesicoureteral reflux improved/ resolved in 23(34.8%) and 12 (20%) renal units in group A and B, respectively (p=0.074). Concomitant BNI with VA does not confer a lower short-term reoperation rate or better upper urinary tract outcomes compared to VA only."
41800517,Unusual metastatic patterns of urologic malignancies: a case series and literature review.,differential_diagnosis,"Unusual metastatic patterns of urologic malignancies: a case series and literature review. Urologic cancers typically metastasize to common organs, while spread to sites such as the heart, hand, cranial bones, penis, or tonsil is exceedingly rare. The clinical relevance and prognostic impact of these unusual metastases remain unclear. This case series highlights six exceptional cases, providing unique insights to support awareness and management. We retrospectively analyzed six cases of patients diagnosed with urologic cancers who developed metastases at uncommon sites. Each case was evaluated based on clinical presentation, imaging findings, histopathological confirmation, treatment course, and outcomes. Relevant literature was reviewed to contextualize findings. Among the six cases, metastatic involvement was identified in atypical locations including the right atrium (testicular cancer), hand (bladder cancer), perineum and penis (sarcomatoid bladder cancer), cranial bones (prostate cancer), penis (rectal cancer), and tonsillar region (renal pelvis rhabdomyosarcoma). Timely imaging and histopathological confirmation guided personalized treatment strategies, primarily involving surgical interventions. Despite aggressive treatments, the prognosis remained poor in most cases, reflecting the aggressive nature of these metastases. Rare metastases from urologic malignancies, although uncommon, have significant implications on patient management. Early detection through advanced imaging and aggressive multimodal interventions are pivotal for improving outcomes. Awareness of such atypical metastatic patterns is essential for clinicians managing urologic cancers."
41800511,Uretero-enteric strictures after cystectomy: revealing the modifiable risk factors.,differential_diagnosis,"Uretero-enteric strictures after cystectomy: revealing the modifiable risk factors. Uretero-enteric strictures are feared complications following cystectomy. Despite surgical advancements, particularly the rise of robot-assisted approaches, the risk factors associated with these strictures remain poorly defined. This study aimed to identify the risk factors associated with uretero-enteric anastomotic strictures after cystectomy, according to the surgical approach and type of urinary diversion (extracorporeal vs. intracorporeal). We conducted a single-center retrospective study including 340 patients who underwent cystectomy between 2016 and 2024 at Tours University Hospital. Clinical, biological, perioperative, and postoperative data were analyzed. The occurrence of a uretero-ileal anastomotic stricture was defined radiologically by a uretero-hydronephrosis ≥20 mm. We constructed and analyzed a learning curve for robotic surgery with intracorporeal urinary diversion. Strictures occurred in 60 patients (17.6%). On multivariable analysis, reduced preoperative glomerular filtration rate (odds ratio [OR] = 1.45 per 10 mL/min decrease, 95% CI [1.12-1.87], p = 0.004), elevated creatinine (OR = 1.30 per 10 µmol/L increase, 95% CI [1.05-1.61], p = 0.018), prior myocardial infarction (OR = 2.25, 95% CI [1.10-4.62], p = 0.027), and postoperative urinary tract infection (OR = 3.10, 95% CI [1.65-5.82], p < 0.001) were independent predictors. Most strictures were left-sided. Intracorporeal robotic diversion had a higher, though non-significant, stricture rate (21.5% vs. 15.2%, OR = 1.52, p = 0.12). Stricture rates fell markedly after 20 robotic cases per surgeon (23.8% vs. 12.1%). Uretero-enteric strictures are multifactorial, strongly influenced by baseline renal function, cardiovascular comorbidity, and postoperative infection. Robotic intracorporeal diversion shows a learning curve effect, underlining the importance of surgical expertise and infection prevention in reducing risk."
41800507,Initial case series and perioperative outcomes of single-port robotic radical prostatectomy: the Italian experience.,differential_diagnosis,"Initial case series and perioperative outcomes of single-port robotic radical prostatectomy: the Italian experience. The Da Vinci Single-Port Robotic System (Da Vinci-SP), introduced by Intuitive (CA, USA) in 2018 in the USA and in 2024 in Europe, integrates advanced features like a flexible camera and articulating instruments. It has garnered significant interest in urology. Our report presents the first described European series of Radical Prostatectomies using the Da Vinci SP at the leading Italian center, Istituto Nazionale Tumori di Napoli, IRCCS ""G. Pascale"" Foundation, detailing the technical differences and challenges faced by experienced multiport robotic surgeons. Sixteen patients have been enrolled and underwent Single-Port (SP) Robot-Assisted Radical Prostatectomy (SP-RARP). Baseline characteristics of the patients were collected. We provided a step-by-step description of the surgical technique. Oncological outcomes have been evaluated and compared with magnetic resonance imaging (MRI) and biopsy results. Intraoperative, perioperative, and postoperative complications, surgical outcomes, functional outcomes, and technical issues of the new system were also documented. All surgeries were successfully performed without the need for conversion. An extraperitoneal approach was used for all patients. Median Console time was 110 min. No complications were reported. The estimated median blood loss was 175 cc. Discharge from the hospital was on the first post-operative day for all patients. Bladder catheter removal was on day 7 without the need for cystography. We presented the first European case series of SP-RARP, reporting our experience and confirming the procedure's feasibility for a highly experienced robotic surgeon. Experience with an extraperitoneal approach using the multiport (MP) platform, combined with well-conducted training for the SP system, may facilitate the transition to SP surgery. Further procedures and studies are needed to evaluate the oncological and functional outcomes."
41800135,Neuro-immune-related gene signatures define molecular subtypes and prognostic score in bladder cancer with SERPINE2 as a potential therapeutic target.,differential_diagnosis,"Neuro-immune-related gene signatures define molecular subtypes and prognostic score in bladder cancer with SERPINE2 as a potential therapeutic target. Neuro-immune interactions are critical in cancer, yet their molecular features in bladder cancer remain unclear. We analyzed transcriptomic data from TCGA and UCSC Xena to investigate the expression profiles and molecular subtypes of neuro-immune-related genes, and constructed a neuro-immune-related score (NAS) model. Single-cell transcriptomic data were integrated to explore the immune microenvironmental features, and functional validation was performed by knocking down SERPINE2 with shRNA in T24 cells. The results showed that six core genes (SERPINE2, NXPH4, SERPINB2, C2orf40, SERPINB12, SERPINB10) were identified to stratify patients into high- and low-risk groups, with robust predictive power across clinical subgroups and validation cohorts. Single-cell RNA-seq data revealed significant NAS heterogeneity among cell populations. The NAS-high state was enriched in TGFβ, EGF, and FGF signaling with activation of EZH2 and SMARCA4, while the NAS-low state showed immune-regulatory features. Functional assays confirmed that SERPINE2 knockdown suppressed proliferation, migration, invasion, while increasing apoptosis of T24 cells, highlighting its oncogenic role. Moreover, genome-wide association studies (GWAS) suggested that genetic variants in SERPINE2 and related genes may increase bladder cancer susceptibility. Collectively, our findings provide novel insights into neuro-immune-driven tumor heterogeneity and immune remodeling, establish the NAS model as an innovative prognostic tool, and identify SERPINE2 as a promising therapeutic target for precision management of bladder cancer."
41799778,Low-Intensity Extracorporeal Shock Wave Therapy Alleviates Detrusor Muscle Apoptosis and Extracellular Matrix Dysregulation in the Bladder of Diabetic Rats.,differential_diagnosis,"Low-Intensity Extracorporeal Shock Wave Therapy Alleviates Detrusor Muscle Apoptosis and Extracellular Matrix Dysregulation in the Bladder of Diabetic Rats. Diabetic bladder dysfunction (DBD) affects 80% of diabetic patients, especially women. Yet, the management of DBD remains inconclusive. Building on our previous findings in animal models, low-intensity extracorporeal shock wave therapy (Li-ESWT) seems to be a promising potential therapy for DBD. However, the molecular mechanisms underlying the therapeutic effect of Li-ESWT on DBD still need to be clarified. To elucidate the molecular pathways involved in the therapeutic effect of Li-ESWT on DBD, a diabetic rat model was established using a high-fat diet in combination with streptozotocin (STZ) induction. Female Sprague-Dawley rats were randomly assigned to three groups: control, diabetes mellitus (DM), and DM treated with Li-ESWT for four weeks. To induce diabetes, the rats received a high-fat diet followed by two intraperitoneal injections of STZ (30 mg/kg), administered one week apart. Li-ESWT was delivered once weekly for four weeks, using an energy flux density of 0.03 mJ/mm², 500 shocks per session, at a frequency of 3 Hz. Our findings indicate that Li-ESWT significantly ameliorates pathological bladder changes, including muscle atrophy, apoptosis, and fibrosis, in diabetic rats. The expression of α-smooth muscle actin, a key component of the smooth muscle cytoskeleton, was markedly reduced in diabetic bladders but was partially restored following Li-ESWT treatment. Additionally, elevated levels of cleaved caspase-3, transforming growth factor-β1, and collagen I observed in diabetic bladders were attenuated by Li-ESWT. In summary, Li-ESWT exerts restorative effects on the detrusor smooth muscle, suggesting its potential to reverse structural and functional abnormalities in diabetic bladder dysfunction."
41799753,Integrative analysis of the PSMA family identifies PSMA6 as an adverse prognostic biomarker promoting bladder cancer cell proliferation.,differential_diagnosis,"Integrative analysis of the PSMA family identifies PSMA6 as an adverse prognostic biomarker promoting bladder cancer cell proliferation. Proteasome subunit alpha members (PSMAs) are reported to be involved in diverse biological processes, and mounting evidence indicates that PSMAs have been implicated in the carcinogenesis of various malignancies. Nevertheless, there is a scarcity of reports on the expression, prognostic significance, and potential functions of the PSMA family in bladder cancer (BLCA). We utilized the TCGA, GEO, TIMER, UALCAN, and HPA databases to evaluate the expression of PSMAs in BLCA. Survival analyses were performed using Kaplan-Meier methods. The validation of PSMA6 dysregulation in human BLCA samples encompassed western blotting and immunohistochemistry. For the enrichment of biological processes, we applied Gene Ontology (GO), Kyoto Encyclopedia of Genes and Genomes (KEGG), and Gene Set Enrichment Analyses (GSEA). Subsequent analyses involved the exploration of correlations between gene expression and Immune-related effects. In-depth investigations into the role of PSMA6 in BLCA were conducted through both <i>in vitro</i> and <i>in vivo</i> experiments. We demonstrated that PSMA6 was upregulated among PSMAs in BLCA, and overexpression of PSMA6 was associated with unfavorable prognosis and tumor malignancy. Enrichment analyses disclosed the involvement of PSMA6 in immune-related activities within the tumor microenvironment. Furthermore, the expression of PSMA6 was closely correlated with tumor-infiltrating immune cells (TICs) and immune checkpoints (ICPs). Besides, we also revealed that BLCA patients with high PSMA6 expression would have better immunotherapy response. Functional studies demonstrated that PSMA6 knockdown suppressed BLCA cell proliferation <i>in vitro</i> and <i>in vivo</i>. Our findings suggested that PSMA6 might function as an unfavorable prognostic biomarker, fostering BLCA cell proliferation, while also potentially serving as a predictive indicator for the efficacy of immunotherapy in BLCA patients."
41795165,Precision-Cut Bladder Slices: A Novel Model for the Study of Bladder Fibrosis and Potential Anti-Fibrotic Agents.,differential_diagnosis,"Precision-Cut Bladder Slices: A Novel Model for the Study of Bladder Fibrosis and Potential Anti-Fibrotic Agents. Precision-cut tissue slice culture is an innovative ex vivo approach for studying fibrosis pathogenesis. Here, we report for the first time the use of human precision-cut bladder slices (PCBS) to investigate fibrotic changes and evaluate anti-fibrotic compounds. Fresh bladder tissue was obtained from 16 patients undergoing surgery for non-fibrotic conditions and 7 patients with documented bladder fibrosis. PCBS were cultured and stimulated with transforming growth factor β (TGF-β) to induce fibrotic changes. Viability was assessed by ATP quantification. The anti-fibrotic efficacy of pirfenidone (PFD), relaxin-2 (RLN), bone morphogenetic protein 7 (BMP-7), imatinib (IMA), and galunisertib (GAL) was evaluated. Fibrosis was quantified using qPCR analysis of collagen 1 (COL1A1), fibronectin (FN1), and cellular communication network factor 2 (CCN2) gene expression. PCBS remained viable over 48 h, with stable ATP levels. TGF-β stimulation significantly increased COL1A1 and CCN2 expression, confirming induction of a fibrotic response. Treatment with PFD, IMA, and GAL effectively attenuated TGF-β-induced upregulation of fibrosis markers. At baseline, PCBS derived from fibrotic bladders exhibited elevated COL1A1 expression compared to non-fibrotic tissue, while FN and CCN2 levels remained unchanged. PFD treatment notably reduced CCN2 expression in fibrotic PCBS. This study demonstrates that PCBS provide a viable and reproducible platform for modeling bladder fibrosis and screening anti-fibrotic therapies. PFD, IMA, and GAL showed promising anti-fibrotic effects, supporting further investigation into their therapeutic potential."
41793690,Adequate Tissue Submission from Transurethral Resection Specimens for Detecting Incidental Prostate Carcinoma: Diagnostic Accuracy and Cassette Utilization in Thailand.,differential_diagnosis,"Adequate Tissue Submission from Transurethral Resection Specimens for Detecting Incidental Prostate Carcinoma: Diagnostic Accuracy and Cassette Utilization in Thailand. To identify an adequate amount of prostate chip submissions with optimal diagnostic accuracy and minimal cassette utilization for the detection of incidental prostate carcinoma (IPC). We recruited consecutive transurethral resection specimens from patients with bladder outlet obstruction related to benign prostatic hyperplasia (BPH) and excluded patients with known or suspected prostatic carcinoma. Submission in the retrospective cohort depended on weight: either ≤12 g submitted entirely or >12 g submitted partially (initial 12 g with additional sampling). Submission was entire in the prospective cohort. The five different submissions (index test) were: initial 12 g, initial 12 g with additional cassettes per 10 g (12 g + q10 g), 12 g + q5 g, 20 g, and 20 g + q10 g. The diagnostic accuracy of the index test, compared to actual tissue submission (reference standard), was measured by the area under the receiver operating characteristic curve (AUC), with ≥95.0% considered acceptable. A total of 451 patients (384 retrospective and 67 prospective) were included. The specimens had a median weight of 22 (range: 1-235) g, corresponding to a median cassette use of 10 (1-48) blocks, resulting in 5,010 total blocks. The average weight per block in the prospective cohort was 2 g. IPC detection rates were 6.3% retrospectively, 9.0% prospectively, and 6.7% overall. The first cassette containing carcinoma appeared between the 1st and 24th. Only three tissue submission strategies achieved acceptable diagnostic accuracy using lower estimated cassette numbers: 12 g + q5 g: AUC 98.3%, using 4,362 blocks,  20 g + q10 g: AUC 98.3%, using 4,239 blocks,  20 g: AUC 95.0%, using 3,373 blocks. Submitting 20 g of prostatic chips offers excellent diagnostic accuracy for IPC detection with reduced cassette utilization."
